topic,video_id,title,description,views,likes,duration_minutes,keywords,keyword_count,difficulty,positive_comments(%),neutral_comments(%),negative_comments(%),total_comments,video_url,published_at,channel_title
database management system,wOD02sezmX8,Basic Concepts of Entity Relationship Model,"DBMS: Entity Relationship ER Model Topics discussed: 1. Terminologies in relation to the ER Model: a. Entity. b. Attributes: Composite vs Simple Attributes Single valued vs Multivalued Attributes Derived vs Stored Attributes c. Complex Attributes. d. Null values. e. Entity Type, Entity Set. f. Key Attribute & Value Set of Attributes. Follow Neso Academy on Instagram: @nesoacademy Contribute: Memberships: Books: books Website Forum Facebook Twitter Music: Axol x Alex Skrindo You NCS Release DBMSB",1068883,15437,8.82,"attributes, entity, dbms, model, set, books, relationship, topics, discussed, terminologies, relation, composite, simple, single, valued, multivalued, derived, stored, complex, null",20,Beginner,40.0,60.0,0.0,15,https://www.youtube.com/watch?v=wOD02sezmX8,2021-05-27T13:30:07Z,Neso Academy
database management system,obb7SlUmKQE,DBMS Entity Relationship Diagram,"DBMS Entity Relationship Diagram Watch more Videos at Lecture By: Mr. Arnab Chakraborty, Tutorials Point India Private Limited",1062571,13598,5.27,"dbms, entity, relationship, diagram, watch, videos, lecture, arnab, chakraborty, tutorials, point, india, private, limited",14,"This topic is **Beginner/Intermediate**.

Here's why:

*   **Entity Relationship Diagrams (ERDs)** are a fundamental concept in database design. Understanding how to create and interpret ERDs is essential for anyone working with databases. Basic ERDs are definitely a beginner topic.
*   However, creating complex ERDs that deal with advanced relationships, inheritance, and more nuanced data modeling can be considered intermediate.

The mention of ""tutorials point"" and ""lecture"" suggests an introductory level, but the topic itself can extend into intermediate complexities.",33.33,66.67,0.0,15,https://www.youtube.com/watch?v=obb7SlUmKQE,2018-01-24T12:37:19Z,TutorialsPoint
database management system,npJxXd_7edk,Introduction of DBMS | Database Management System | Lec 01 Hindi,Introduction of DBMS Database Management System in Hindi Lecture 01 What is introduction of DBMS? What are the 4 types of DBMS? What is a DBMS explain? What is DBMS and types of DBMS? Notes: or mail us : csegyanquery@gmail.com We already cover subjects: 1. C++ Programming Tutorials. 2. C Programming Language Tutorials. 3. Data Structure Tutorials 4. Operating System Tutorials 5. Digital Electronics 6. Java Tutorials 7. Website Designing Tutorials 8. DBMS Tutorials More videos : Data Structure Tu,944988,14879,8.27,"dbms, introduction, tutorials, system, database, management, hindi, gyan, cse, types, notes, programming, data, structure, digital, electronics, java, tutorial, engineering, class",20,Beginner,13.33,80.0,6.67,15,https://www.youtube.com/watch?v=npJxXd_7edk,2022-06-05T03:33:09Z,CS Engineering Gyan
database management system,4yEIZ9KZ_aQ,"SQL Full Course in Telugu | Free Notes, Practice Questions & Interview Questions","SQL Full Course in Telugu | Free Notes, Practice Questions & Interview Questions Join our Exclusive Beyond Basics Community: Welcome to the ultimate SQL Full Course, taught entirely in our mother tongue, Telugu Whether you're a beginner or looking to brush up on your SQL skills, this comprehensive video has got you covered. What You'll Learn: SQL basics to advanced concepts Real world examples and applications Practical exercises to reinforce your learning Resources Included: Free downloadable n",928082,46395,150.13,"telugu, sql, dbms, course, mysql, tutorial, full, join, learn, questions, operators, tutorials, free, notes, basics, installation, mac, database, primary, pro",20,Beginner,60.0,40.0,0.0,15,https://www.youtube.com/watch?v=4yEIZ9KZ_aQ,2024-08-20T06:58:09Z,Dodagatta Nihar
database management system,yE6tIle64tU,SQL Tutorial for Beginners Complete Course using MySQL,Learn complete MySQL in one shot using this full course in 4 hours. This is a free tutorial with no ads for an enhanced experience Enroll in the Data Science Course: ultimate job ready data science course Data Science Course International Students : Download the PDF Handbook: Blog with Source Code: ultimate sql course Download the Code: tz bGZbccjg5pSoD1AVhmCW/view?usp=sharing Timestamps 00:00:00 Introduction 00:02:43 What is a Database? 00:09:51 Windows Installation 00:11:46 Linux Installation ,933844,24429,237.9,"course, data, mysql, science, learn, job, python, ultimate, start, get, free, ready, web, programming, complete, code, udemy, want, using, download",20,Beginner,26.67,66.67,6.67,15,https://www.youtube.com/watch?v=yE6tIle64tU,2025-07-13T15:48:18Z,CodeWithHarry
database management system,Tdl7CGnhPeA,Complete SQL Query in One Video | SQL Tutorial for Beginners| Complete MYSQL Query in One Video 2023,"Complete SQL in One Video SQL Tutorial for Beginners Complete MYSQL in One Video Command/Query: Create, insert, update, alter, like, pattern condition, aggregate function, join operation. Python important interview question: Python download and install: Python Path set Link Java important interview question: Database important question: Python Playlist Link 4QWH4INNkPeHYzcC7aSp Channel Subscription: LIKE COMMENT SHARE SUBSCRIBE",923183,20531,37.4,"python, important, question, complete, sql, one, video, like, interview, link, tutorial, beginners, mysql, create, insert, update, alter, pattern, condition, aggregate",20,Beginner,53.33,46.67,0.0,15,https://www.youtube.com/watch?v=Tdl7CGnhPeA,2023-03-13T03:30:07Z,Kailash Joshi Tutorials
database management system,G9ixeTIyg8s,Lec 45: Projection in Relational Algebra | Database Management System,Subscribe to our new channel: Database Management System Complete Playlist : Other subject wise playlist Links: Design and Analysis of algorithms DAA : Computer Architecture Complete Playlist : Theory of Computation 76adtyb4ef7i Artificial Intelligence: nwb0HR5US5GFKFI Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Operating System: Structured Query Language SQL : SITyuSIcD93id Discrete Mathematics: Compiler Design: Number System: Cloud Computing & BIG Data: O52MsrdUSrzuy4 Software Engine,894274,16392,6.32,"playlist, follow, subscribe, system, complete, new, channel, links, design, computer, theory, query, data, instagram, database, management, subject, wise, analysis, algorithms",20,"Based on the title ""lec 45: projection in relational algebra | database management system,"" the content is most likely:

**Intermediate**.

Here's why:

*   **Beginner:** Introductory database concepts might include basic definitions, database types, and the very fundamentals of SQL. Projection in relational algebra comes later.
*   **Intermediate:** Relational algebra, including operations like projection, selection, join, etc., is a core concept taught after the initial introduction to databases. Understanding these operations is crucial for database design and query optimization.
*   **Advanced:** Advanced topics would delve into more complex aspects, such as query optimization algorithms, transaction management, distributed databases, NoSQL databases, and specific database system architectures.

The inclusion of ""relational algebra"" and the specific operation ""projection"" places it squarely in the intermediate category for database learning.",40.0,60.0,0.0,15,https://www.youtube.com/watch?v=G9ixeTIyg8s,2018-06-29T04:52:00Z,Gate Smashers
database management system,unxn0KnzBzk,Lec 42: Left Outer Join operation with Example | Database Management System,"Subscribe to our new channel: A left outer join is a method of combining tables. The result includes unmatched rows from only the table that is specified before the LEFT OUTER JOIN clause. If you are joining two tables and want the result set to include unmatched rows from only one table, use a LEFT OUTER JOIN clause or a RIGHT OUTER JOIN clause. Database Management System Complete Playlist : Other subject wise playlist Links: Design and Analysis of algorithms DAA : Computer Architecture Complet",858832,15845,7.8,"outer, join, playlist, follow, subscribe, left, clause, system, complete, new, channel, tables, result, unmatched, rows, table, links, design, computer, theory",20,"**Intermediate**

Here's why:

*   **Left Outer Join Concept:** Understanding `LEFT OUTER JOIN` is a fundamental concept in database management, but it's typically introduced after basic `JOIN` operations. It requires understanding of relational database concepts and how data is related across tables.
*   **Unmatched Rows:** The explanation includes the crucial part about including unmatched rows from the ""left"" table, indicating a grasp of the nuances of this specific type of join.
*   **Choice between Left and Right Outer Join:** The mention of choosing between `LEFT` and `RIGHT OUTER JOIN` shows an awareness of different options for handling unmatched data, which is a step beyond basic join syntax.
*   **Context within a DBMS:** The lecture is part of a database management system (DBMS) playlist, implying the user has some prior knowledge of database concepts.

While not extremely complex, it builds upon basic SQL knowledge and is not something a complete beginner would typically start with. Therefore, ""Intermediate"" is the most appropriate classification.",26.67,73.33,0.0,15,https://www.youtube.com/watch?v=unxn0KnzBzk,2018-08-30T04:31:08Z,Gate Smashers
database management system,9wrLKR961Bw,How to Use MS Access | Learn to Make Database in MS Access,All about Computer QIwBPYDXpxAmb5La Please Like | Share | SUBSCRIBE our Channel.. Learn Coding Like our Facebook Page... Learn Coding Don't forget to tag our Channel... msoffice msaccess LearnCoding MicrosoftOffice || Content || voice : Akhilesh edit by : Ankush Thank You,829551,11981,8.87,"like, channel, learn, coding, computer, please, share, subscribe, facebook, page, forget, tag, msoffice, msaccess, learncoding, microsoftoffice, content, voice, akhilesh, edit",20,"This falls into the **Beginner** category.

Here's why:

*   **Focus:** The title and description clearly target individuals who are new to MS Access and database creation.
*   **Keywords:** Terms like ""learn to make database"" indicate a foundational level of understanding.
*   **Call to Action:** The emphasis on subscribing and liking suggests a broad audience and introductory content.
*   **Repetitive Keywords:** The numerous hashtags reinforce the focus on basic topics and targeting beginners.

While it does include technical terms, the overall presentation and targeting suggest a beginner level.",26.67,73.33,0.0,15,https://www.youtube.com/watch?v=9wrLKR961Bw,2021-11-21T04:02:27Z,Learn Coding
database management system,IBEuwmYsMKI,"normalization in dbms | normal forms | 1nf, 2nf, 3nf, bcnf, 4nf, 5nf normal forms with examples",Complete DATABASE MANAGEMENT SYSTEMS DBMS SUBJECT PLAYLIST: XaQS MY INSTAGRAM ID : chennuri?igshid=ZDdkNTZiNTM= PYTHON PORGRAMMING COMPLETE SUBJECT PLAYLIST: PYTHON STUDY MATERIAL: hr488nAXrVq0C2ZLSNE3jxLKEvzrk p/view?usp=drivesdk complete pps c language subject playlist is given below: RYdA4oLWI&list=PLERZXVMwiajo9Wew4lopIXZgfgj6SbBzp Complete DATA MINING SUBJECT Tutorials IS AVAILABLE IN BELOW PLAYLIST : aoIOIE&list=PLERZXVMwiajp7 9 1f0 vhUNtXmc62xxB Complete DESIGN AND ANALYSIS OF ALGORITHMS ,808667,19476,20.9,"complete, playlist, subject, lectures, database, dbms, available, web, security, python, study, data, tutorials, design, algorithms, technologies, full, please, channel, databasemanagementsystem",20,Advanced,40.0,60.0,0.0,15,https://www.youtube.com/watch?v=IBEuwmYsMKI,2023-07-11T11:49:28Z,NS lectures
database management system,EUzsy3W4I0g,Lecture 1 Introduction to Database Management System,"Lecture Series on Database Management System by Prof.D.Janakiram, Department of Computer Science & Engineering ,IIT Madras. For more details on NPTEL visit",802012,1243,53.53,"lecture, series, database, management, system, department, computer, science, engineering, iit, madras, details, nptel, visit",14,Beginner,26.67,73.33,0.0,15,https://www.youtube.com/watch?v=EUzsy3W4I0g,2008-09-08T07:05:36Z,nptelhrd
database management system,2hUVf17DHVs,Lec 46: Selection in Relational Algebra | Database Management System,Subscribe to our new channel: Database Management System Complete Playlist : Other subject wise playlist Links: Design and Analysis of algorithms DAA : Computer Architecture Complete Playlist : Theory of Computation 76adtyb4ef7i Artificial Intelligence: nwb0HR5US5GFKFI Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Operating System: Structured Query Language SQL : SITyuSIcD93id Discrete Mathematics: Compiler Design: Number System: Cloud Computing & BIG Data: O52MsrdUSrzuy4 Software Engine,802155,15585,6.55,"playlist, follow, subscribe, system, complete, new, channel, links, design, computer, theory, query, data, instagram, database, management, subject, wise, analysis, algorithms",20,"**Intermediate**

Here's why:

*   **""Selection in relational algebra""** This is a core concept in database theory, often covered after the very basic introductions to database systems. Relational algebra itself is generally taught at an intermediate level.
*   The mention of other subjects like ""Design and Analysis of Algorithms (DAA),"" ""Computer Architecture,"" ""Theory of Computation,"" and ""Artificial Intelligence"" suggests that the target audience is expected to have some basic computer science knowledge, moving beyond purely beginner topics.
*   The presence of playlists for more advanced topics like ""Compiler Design,"" ""Cloud Computing & Big Data,"" ""Software Engineering"" indicates the channel overall is likely aimed at students with a foundational understanding of computer science.

While the very *concept* of selection in relational algebra can be understood at a basic level, a lecture dedicated to it would likely delve into more nuanced aspects making it intermediate.",20.0,73.33,6.67,15,https://www.youtube.com/watch?v=2hUVf17DHVs,2018-06-30T06:30:45Z,Gate Smashers
database management system,F6MBz_h3Uj8,Lec 47: Cross/Cartesian Product in Relational Algebra | Database Management System,Subscribe to our new channel: Database Management System Complete Playlist : Other subject wise playlist Links: Design and Analysis of algorithms DAA : Computer Architecture Complete Playlist : Theory of Computation 76adtyb4ef7i Artificial Intelligence: nwb0HR5US5GFKFI Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Operating System: Structured Query Language SQL : SITyuSIcD93id Discrete Mathematics: Compiler Design: Number System: Cloud Computing & BIG Data: O52MsrdUSrzuy4 Software Engine,782921,14458,6.3,"playlist, follow, subscribe, system, complete, new, channel, links, design, computer, theory, query, data, instagram, database, management, subject, wise, analysis, algorithms",20,"Intermediate.

Here's why:

*   **Beginner:** A beginner-level topic would be more foundational, like introducing basic relational algebra operators (selection, projection, union, etc.) or the overall concept of a relational database.

*   **Intermediate:** The Cartesian product (also known as the cross product) is a core relational algebra operator, but it's often taught after the foundational operators. Understanding its purpose (combining every row from one relation with every row from another) and potential implications (creating very large tables) requires some initial understanding of relational databases. While conceptually simple, its practical application and optimization within query processing are more intermediate.

*   **Advanced:** An advanced topic might involve optimizing Cartesian products in complex queries, using them in distributed databases, or discussing their limitations and alternative approaches (e.g., joins) for specific scenarios.",26.67,73.33,0.0,15,https://www.youtube.com/watch?v=F6MBz_h3Uj8,2018-07-04T04:09:20Z,Gate Smashers
operating system concepts,WJ-UaAaumNA,L 1.1: Introduction to Operating System and its Functions with English Subtitles,"In this video, Varun sir will break down the Introduction to Operating System and its Functions in the simplest way possible You will learn what an Operating System OS is, why it's essential for every device, and how it manages tasks like memory, processes, and hardware. Whether you're a beginner in tech or just brushing up on basics, this is the perfect starting point. OperatingSystem OSBasics computerscience Timestamps: 0:00 Introduction 1:59 Need of Operating System 6:01 Throughput 7:34 Funct",4452901,104863,18.98,"system, operating, playlist, follow, subscribe, complete, introduction, like, new, channel, links, design, theory, computer, query, data, instagram, video, varun, sir",20,Beginner,7.14,92.86,0.0,14,https://www.youtube.com/watch?v=WJ-UaAaumNA,2018-07-26T07:55:34Z,Gate Smashers
operating system concepts,Ae96QM_wSmM,Forgotten Operating Systems,shorts tech Main Channel,3983971,239316,0.98,No keywords,0,"This is a solid **Intermediate** classification. Here's why:

*   **Forgotten operating systems:** This topic requires some existing knowledge of computer history and operating system concepts. A beginner might not even know what an operating system *is* in detail, or the significance of one being ""forgotten.""
*   **Shorts:** The short format suggests the content will be more introductory and not delve into complex details.
*   **Tech Main Channel:** ""Tech"" channel suggests a general audience with an existing interest in technology but not necessarily deep expertise.",40.0,60.0,0.0,15,https://www.youtube.com/watch?v=Ae96QM_wSmM,2022-03-02T07:44:36Z,TechBurner Shorts
operating system concepts,3EJlovevfcA,Lec 2: Introduction to DBMS Database Management System With Real life examples | What is DBMS,"Enroll Now in GATE DA exam course 2025 To Enroll, Login to: Course Price: 2999/ Non Refundable Course starting Date: 5th March 2024 Contact us: For any queries or assistance, feel free to reach us on WhatsApp or call at 8295451354. Validity of Course: 31st March, 2025 Subscribe to our new channel: 0:00 Introduction 1:17 Database System 2:01 Database 3:49 Structured Data 4:29 DBMS 6:55 Structured Data Management 10:16 Unstructured Data Database Management System Complete Playlist : Other subject ",3565959,65736,12.0,"data, course, system, playlist, follow, subscribe, database, structured, complete, enroll, gate, march, new, channel, management, links, design, computer, theory, query",20,Beginner,26.67,73.33,0.0,15,https://www.youtube.com/watch?v=3EJlovevfcA,2018-07-10T05:07:59Z,Gate Smashers
operating system concepts,vBURTt97EkA,Introduction to Operating Systems,OS: Introduction to Operating Systems Topics Discussed: 1. Introduction to Operating System OS 2. What is an Operating System OS 3. Types of Operating System OS 4. Functions of Operating System OS 5. Goals of Operating System OS Follow Neso Academy on Instagram: @nesoacademy Contribute: Memberships: Books: books Website Facebook Twitter Music: Axol x Alex Skrindo You NCS Release OperatingSystemByNeso os OperatingSystem,3524202,41072,16.75,"operating, system, introduction, books, systems, topics, discussed, types, functions, goals, follow, neso, academy, instagram, nesoacademy, contribute, memberships, website, facebook, twitter",20,Beginner,0.0,92.86,7.14,14,https://www.youtube.com/watch?v=vBURTt97EkA,2017-08-02T15:30:02Z,Neso Academy
operating system concepts,MZdVAVMgNpA,L 2.3: First Come First Serve FCFS CPU Scheduling Algorithm with Example,"In this video, Varun sir will explain First Come First Serve FCFS which is an operating system scheduling algorithm that automatically executes queued requests and processes in order of their arrival. It is the easiest and simplest CPU scheduling algorithm. In this type of algorithm, processes which requests the CPU first get the CPU allocation first. This is managed with a FIFO queue. operatingsystem Timestamps: 00:00 Numerical on FCFS 00:17 Arrival Time 00:22 Execution Time 05:41 Completion Ti",3447080,51687,10.57,"time, first, system, playlist, follow, algorithm, cpu, subscribe, complete, fcfs, operating, scheduling, requests, processes, arrival, new, channel, links, design, theory",20,"**Beginner**

**Reasoning:**

*   **Basic Concept:** The video explains a fundamental CPU scheduling algorithm (FCFS). FCFS is usually one of the first scheduling algorithms introduced to students learning operating systems.
*   **Clear Explanation:** The description emphasizes that FCFS is the ""easiest and simplest"" algorithm.
*   **Focus on Numerical Example:** A significant portion of the video (as indicated by the timestamps) is dedicated to a numerical example, which is a common way to teach basic scheduling concepts.
*   **Key Metrics:** The video covers essential scheduling metrics like arrival time, execution time, completion time, turnaround time, wait time, and response time, all of which are foundational concepts.
*   **No Advanced Topics:** The description does not suggest any exploration of more complex scheduling issues like starvation, context switching overhead, or performance analysis in different scenarios, which would be more relevant to intermediate or advanced levels.

Therefore, based on the content of the video described, it's most appropriately classified as a **Beginner** level resource.",13.33,86.67,0.0,15,https://www.youtube.com/watch?v=MZdVAVMgNpA,2018-05-19T04:21:29Z,Gate Smashers
operating system concepts,_NEJVgiGp8Q,What is Operating System? full Explanation | Introduction to operating system,All about Computer QIwBPYDXpxAmb5La Please Like | Share | SUBSCRIBE our Channel.. Learn Coding Like our Facebook Page... Learn Coding Don't forget to tag our Channel... OperatingSystem LearnCoding ask4help OperatingSystemKyaHai IntroductionToOS OS typesofos whatisoperatingsystem OperatingSystemInHindi operatingsystemintroduction OSCharacteristics computer ComputerBasics || Content || 1. writer : ankush 2. voice : akhilesh Thank You,3167216,62037,8.32,"computer, like, channel, learn, coding, please, share, subscribe, facebook, page, forget, tag, operatingsystem, learncoding, operatingsystemkyahai, introductiontoos, typesofos, whatisoperatingsystem, operatingsysteminhindi, operatingsystemintroduction",20,Beginner,20.0,80.0,0.0,15,https://www.youtube.com/watch?v=_NEJVgiGp8Q,2020-12-11T07:04:14Z,Learn Coding
operating system concepts,YRnjGeQbsHQ,Complete DBMS Data Base Management System in one shot | Semester Exam | Hindi,"KnowledgeGate Website: For free notes on University exam s subjects, please check out our course: SEMESTER EXAM BUNDLE Please message us on WhatsApp: Contact Us: Call on: +91 8000121313 Telegram Updates: gate Whatsapp Updates: Email: contact@knowledgegate.in One Shot Complete Playlist for GATE CSE Exam : Our One Shot Semester Exam Videos: Operating System: OuOhjauw DBMS: Computer Network: Digital Electronics: 4reIc Computer Architecture: Data Structure: Algorithm: YSdyww Software Engineering: Th",2617141,38101,333.52,"chapter, data, indexing, exam, set, dependency, system, relational, sql, calculus, transaction, knowledgegate, please, semester, whatsapp, contact, updates, gate, one, shot",20,Beginner,13.33,86.67,0.0,15,https://www.youtube.com/watch?v=YRnjGeQbsHQ,2023-09-15T11:58:30Z,KnowledgeGATE by Sanchit Sir
operating system concepts,xw_OuOhjauw,Complete Operating System in one shot | Semester Exam | Hindi,"KnowledgeGate Website: For free notes on University exam s subjects, please check out our course: SEMESTER EXAM BUNDLE Please message us on WhatsApp: Contact Us: Call on: +91 8000121313 Telegram Updates: gate Whatsapp Updates: Email: contact@knowledgegate.in One Shot Complete Playlist for GATE CSE Exam : Our One Shot Semester Exam Videos: Operating System: OuOhjauw DBMS: Computer Network: Digital Electronics: 4reIc Computer Architecture: Data Structure: Algorithm: YSdyww Software Engineering: Th",2528194,36683,377.83,"chapter, system, process, file, problem, systems, exam, operating, scheduling, management, disk, structure, multiprogramming, basics, deadlock, memory, paging, knowledgegate, free, please",20,Beginner,20.0,80.0,0.0,15,https://www.youtube.com/watch?v=xw_OuOhjauw,2023-09-08T10:44:14Z,KnowledgeGATE by Sanchit Sir
operating system concepts,rWFH6PLOIEI,L 4.1: DEADLOCK concept | Example | Necessary condition | Operating System,"Dining Philosophers Problem in OS is a classical synchronization problem in the operating system. With the presence of more than one process and limited resources in the system the synchronization problem arises. If one resource is shared between more than one process at the same time then it can lead to data inconsistency. In this video, Varun sir will discuss about it in detail. operatingsystem Timestamps: 0:00 Deadlock introduction 5:40 Conditions for Deadlock Subscribe to our new channel: Op",2284618,40358,12.35,"system, playlist, follow, problem, one, data, subscribe, complete, synchronization, operating, process, operatingsystem, deadlock, new, channel, links, design, theory, computer, query",20,Beginner,26.67,73.33,0.0,15,https://www.youtube.com/watch?v=rWFH6PLOIEI,2018-03-14T06:29:47Z,Gate Smashers
operating system concepts,Ij71sDmmKpc,"Types of Operating System | Batch, Real time, Distributed, Network, Time sharing Operating System",All about Computer QIwBPYDXpxAmb5La Please Like | Share | SUBSCRIBE our Channel.. Learn Coding Like our Facebook Page... Learn Coding Don't forget to tag our Channel... TypesofOperatingSystem LearnCoding batchoperatingsystem realtimeoperatingsystem timesharingoperatingsystem networkoperatingsystem distributedoperatingsystem multiprocessingoperatingsystem ask4help OperatingSystemKyaHai IntroductionToOS OS typesofos whatisoperatingsystem OperatingSystemInHindi operatingsystemintroduction OSCharact,2262451,49412,18.32,"computer, like, channel, learn, coding, please, share, subscribe, facebook, page, forget, tag, typesofoperatingsystem, learncoding, batchoperatingsystem, realtimeoperatingsystem, timesharingoperatingsystem, networkoperatingsystem, distributedoperatingsystem, multiprocessingoperatingsystem",20,Beginner,20.0,80.0,0.0,15,https://www.youtube.com/watch?v=Ij71sDmmKpc,2021-03-16T03:56:18Z,Learn Coding
operating system concepts,ZtVw2iuFI2w,Lec 3: File System vs DBMS | Disadvantages of File System | DBMS Advantages,Subscribe to our new channel: 0:00 Introduction 2:44 Searching 4:18 Attributes 5:55 Concurrency 8:01 Security Database Management System Complete Playlist : Other subject wise playlist Links: Design and Analysis of algorithms DAA : Computer Architecture Complete Playlist : Theory of Computation 76adtyb4ef7i Artificial Intelligence: nwb0HR5US5GFKFI Computer Networks Complete Playlist : 2joCpWOLUrDLvVV Operating System: Structured Query Language SQL : SITyuSIcD93id Discrete Mathematics: Compiler D,2236795,43844,13.0,"playlist, follow, subscribe, system, complete, new, channel, links, design, computer, theory, query, data, instagram, introduction, searching, attributes, concurrency, security, database",20,Beginner,20.0,80.0,0.0,15,https://www.youtube.com/watch?v=ZtVw2iuFI2w,2018-07-13T08:02:02Z,Gate Smashers
operating system concepts,zFnrUVqtiOY,L 2.1: Process Scheduling Algorithms Preemption Vs Non Preemption | CPU Scheduling in OS,"In this video, Varun sir will explain the process/CPU scheduling algorithm like pre emption based and non pre emption based. Students always feel this topic complex because there are numerical in this topic, but after watching this video you will be able to solve the questions easily. Fork questions are asked in competitive exams like GATE, NTA NET, NIELIT, DSSSB TGT/PGT computer science, KVS CSE, PSUs etc and college university exams also. operatingsystem Timestamps: 0:00 Introduction 2:00 Pree",2153454,32804,10.52,"playlist, follow, scheduling, like, computer, subscribe, system, complete, video, pre, emption, based, non, topic, questions, exams, operatingsystem, preemptive, reason, new",20,Beginner,26.67,73.33,0.0,15,https://www.youtube.com/watch?v=zFnrUVqtiOY,2018-05-18T18:26:12Z,Gate Smashers
operating system concepts,2dJdHMpCLIg,"L 1.5: Process States in Operating System| Schedulers Long term,Short term,Medium term","In this video, Varun sir will be discussing on Process states with all important points which can be asked in your college university exams as well as competitive exams like gate, UGC NET etc. How many states through which process passes before executed and where it will reside, there is full and clear explanation given in this video with real life examples. operatingsystem Timestamps: 0:00 Introduction 1:21 ""New"" state 2:17 ""Ready"" state 3:25 Long term scheduler 4:34 ""Running"" state 6:35 ""Termi",2069059,43302,20.9,"case, state, playlist, follow, new, term, scheduler, subscribe, system, complete, video, process, states, exams, like, channel, links, design, theory, computer",20,Beginner,26.67,73.33,0.0,15,https://www.youtube.com/watch?v=2dJdHMpCLIg,2020-02-16T17:07:03Z,Gate Smashers
operating system concepts,3Eaw1SSIqRg,L 3.1: Process Synchronization | Process Types | Race Condition | Operating System 1,"In this video, Varun sir introduces the concept of Processes Synchronization which is the way by which processes that share the same memory space are managed in an operating system. It helps maintain the consistency of data by using variables or hardware so that only one process can make changes to the shared memory at a time. operatingsystem Timestamps: 0:00 Introduction 5:52 Race Condition Example Subscribe to our new channel: Operating System Complete Playlist : Other subject wise playlist Li",1991592,41529,17.03,"system, playlist, follow, data, subscribe, complete, processes, memory, operating, new, channel, links, design, theory, computer, query, instagram, video, varun, sir",20,Beginner,26.67,66.67,6.67,15,https://www.youtube.com/watch?v=3Eaw1SSIqRg,2018-02-26T09:22:19Z,Gate Smashers
operating system concepts,povNcHSasgs,L 1.2: Batch Operating System | Types of Operating System,"In this video, Varun sir will explore Batch Operating Systems one of the earliest types of operating systems used in computing history. You'll learn how batch systems work, their real world examples, and how they differ from other types of OS like time sharing and real time systems. Whether you're a student or just curious about how operating systems evolved, this video breaks it down in a simple and easy to understand way. This video is perfect for beginners preparing for exams or interviews Li",1899544,30271,7.2,"operating, systems, system, playlist, follow, video, batch, subscribe, complete, types, computing, real, like, time, new, channel, links, design, theory, computer",20,Beginner,40.0,60.0,0.0,15,https://www.youtube.com/watch?v=povNcHSasgs,2020-08-26T05:58:51Z,Gate Smashers
operating system concepts,3MqyDWDpZoI,L 1.3: Multiprogramming and Multitasking Operating System in Hindi with real life examples,"In this video, Varun Sir is discussing on What is multiprogramming and multitasking in operating system because students find this very difficult to understand difference between multiprogramming and multitasking. In this video, you will give you clear idea of these two terms with real life examples. Timestamps: 0:00 Introduction 0:21 Multiprogramming Operating System 3:20 Multitasking Operating System Subscribe to our new channel: Operating System Complete Playlist : Other subject wise playlist",1857973,32348,6.57,"system, multiprogramming, multitasking, operating, playlist, follow, subscribe, complete, video, new, channel, links, design, theory, computer, query, data, instagram, varun, sir",20,Beginner,33.33,60.0,6.67,15,https://www.youtube.com/watch?v=3MqyDWDpZoI,2018-07-03T04:12:17Z,Gate Smashers
operating system concepts,26QPDBe-NB8,Operating Systems: Crash Course Computer Science 18,"Get 10% off a custom domain and email address by going to So as you may have noticed from last episode, computers keep getting faster and faster, and by the start of the 1950s they had gotten so fast that it often took longer to manually load programs via punch cards than to actually run them The solution was the operating system or OS , which is just a program with special privileges that allows it to run and manage other programs. So today, we re going to trace the development of operating sys",1741493,30669,13.6,"going, faster, programs, run, operating, today, systems, pbs, digital, studios, want, crash, course, get, custom, domain, email, address, may, noticed",20,Beginner,60.0,33.33,6.67,15,https://www.youtube.com/watch?v=26QPDBe-NB8,2017-06-28T21:13:17Z,CrashCourse
operating system concepts,RozoeWzT7IM,Introduction to Operating System and its Functions | Operating System | Lecture 1,Jennys Lectures DSA with Java Course Enrollment link: Data Structures and Algorithms with JAVA 66d7fe06b4f7fa3fb969f5c5 What is Operating System? Functions of Operating System Goals of Operating System? See Complete Playlists: Placement Series: Data Structures and Algorithms: grxuLl8LU Dynamic Programming: Operating Systems: // S1K3 x6ztBRD PNa DBMS: Connect & Contact Me: Facebook: Lectures CSIT Netjrf 316814368950701/ Quora: Khatri Lamba Instagram:,1694343,25424,23.93,"operating, system, lectures, java, data, structures, algorithms, jennys, dsa, course, enrollment, link, functions, goals, see, complete, playlists, placement, series, dynamic",20,Beginner,53.33,40.0,6.67,15,https://www.youtube.com/watch?v=RozoeWzT7IM,2019-03-16T19:08:44Z,Jenny's Lectures CS IT
